transcript_id	length.x	Raw count (GSNO_1)	Raw count (GSNO_2)	Raw count (GSNO_3)	Raw count (wt_1)	Raw count (wt_2)	Raw count (wt_3)	FPKM (GSNO_1)	FPKM (GSNO_2)	FPKM (GSNO_3)	FPKM (wt_1)	FPKM (wt_2)	FPKM (wt_3)	logFC (GSNO_1-wt_1)	logFC (GSNO_2-wt_2)	logFC (GSNO_3-wt_3)	logFC (GSNO_1,GSNO_2,GSNO_3-wt_1,wt_2,wt_3)	pvalue (GSNO_1-wt_1)	pvalue (GSNO_2-wt_2)	pvalue (GSNO_3-wt_3)	UniprotKB_gene.x	pident.x	length.y	mismatch.x	gapopen.x	qstart.x	qend.x	sstart.x	send.x	evalue.x	bitscore.x	UniprotKB_gene.y	pident.y	length	mismatch.y	gapopen.y	qstart.y	qend.y	sstart.y	send.y	evalue.y	bitscore.y	Pfam	SignalP	TmHMM	COGs (eggnog)	GOs	KEGGs	EC number
TRINITY_DN524_c0_g1_i1	268	4	2	3	3	2	3	7492.85	3617.79	6420.37	6433.94	4358.12	8923.18	0.307269945610929	-0.207623209213698	-0.223869342437968	0.0556523171547114	1	1	1	-	-	-	-	-	-	-	-	-	-	-	ACPM_YEAST	67.308	52	14	1	120	266	34	85	1.32e-14	67	.	.	.	.	GO:0005829, cellular_component, cytosol | GO:0005739, cellular_component, mitochondrion | GO:0070469, cellular_component, respiratory chain | GO:0000036, molecular_function, ACP phosphopantetheine attachment site binding involved in fatty acid biosynthetic process | GO:0000035, molecular_function, acyl binding | GO:0031177, molecular_function, phosphopantetheine binding | GO:0009245, biological_process, lipid A biosynthetic process | GO:0009107, biological_process, lipoate biosynthetic process | GO:0055114, biological_process, oxidation-reduction process | 	KO:K03955.	-
TRINITY_DN525_c0_g1_i1	470	2	1	1	64	69	79	1485.63	727.55	871.45	56259.04	62155.33	86367.4	-5.00908395034171	-6.14940588047638	-6.35626052146318	-5.92766370288529	2.4314274720012e-06	2.0288806909627e-07	6.43807014377865e-08	TMA10_YEAST	75.61	82	20	0	21	102	1	82	2.11e-40	131	TMA10_YEAST	75.325	77	19	0	393	163	6	82	3.47e-36	123	.	.	.	.	GO:0005739, cellular_component, mitochondrion	.	-
TRINITY_DN526_c0_g1_i1	272	2	2	0	2	2	1	3637.35	3514.57	0	4170.89	4239.74	2878.92	-0.0909811256330088	-0.207623209213698	-	-0.864494557441996	1	1	-	-	-	-	-	-	-	-	-	-	-	-	GLNA_CANGA	100	90	0	0	3	272	220	309	1.09e-60	191	.	.	.	COG0174: glutamine synthetase	GO:0005829, cellular_component, cytosol | GO:0005634, cellular_component, nucleus | GO:0005524, molecular_function, ATP binding | GO:0004356, molecular_function, glutamate-ammonia ligase activity | GO:0019676, biological_process, ammonia assimilation cycle | GO:0006542, biological_process, glutamine biosynthetic process | 	KO:K01915.	6.3.1.2,6.3.1,6,6.3,6.3.1
TRINITY_DN527_c0_g1_i1	210	0	1	1	2	5	2	0	3136.28	3652.93	7262.19	18219.52	11097.98	-	-2.39333408642338	-1.13098595486506	-1.4203429124254	-	0.282608695652174	1	-	-	-	-	-	-	-	-	-	-	-	ATPF_CANGA	100	70	0	0	1	210	164	233	1.89e-42	140	-	-	-	-	-	-	-
TRINITY_DN528_c0_g1_i1	208	5	0	1	2	2	1	16892.92	0	3743.03	7438.12	7458.93	5709.98	1.1774467246122	-	-0.207323268348693	0.0545612470697729	0.521739130434783	-	1	-	-	-	-	-	-	-	-	-	-	-	EMP24_YEAST	68.627	51	15	1	153	1	8	57	3.65e-16	71.6	.	.	.	.	GO:0005783, cellular_component, endoplasmic reticulum | GO:0005789, cellular_component, endoplasmic reticulum membrane | GO:0030134, cellular_component, ER to Golgi transport vesicle | GO:0000139, cellular_component, Golgi membrane | GO:0016021, cellular_component, integral component of membrane | GO:0006888, biological_process, ER to Golgi vesicle-mediated transport | GO:0006621, biological_process, protein retention in ER lumen | GO:0015031, biological_process, protein transport | GO:0016050, biological_process, vesicle organization | 	KO:K20347.	-
TRINITY_DN529_c0_g1_i1	264	3	5	6	2	5	0	5793.28	9317.98	13220.66	4414.53	11207.92	0	0.464504275442185	-0.215203581544148	-	1.32564917422298	1	1	-	-	-	-	-	-	-	-	-	-	-	-	PURA_CANGA	100	77	0	0	34	264	1	77	1.65e-50	167	-	-	-	-	-	-	-
TRINITY_DN53_c0_g1_i1	214	1	1	0	4	4	6	3131.51	2986.88	0	13867.51	13934.95	31503.5	-1.96431117524828	-2.07952400727065	-	-2.1335866252001	0.43064182194617	0.43064182194617	-	-	-	-	-	-	-	-	-	-	-	-	ATP18_YEAST	70.588	51	15	0	60	212	1	51	2.39e-21	81.3	.	.	.	.	GO:0016021, cellular_component, integral component of membrane | GO:0005753, cellular_component, mitochondrial proton-transporting ATP synthase complex | GO:0000276, cellular_component, mitochondrial proton-transporting ATP synthase complex, coupling factor F(o) | GO:0015078, molecular_function, hydrogen ion transmembrane transporter activity | GO:0099132, biological_process, ATP hydrolysis coupled cation transmembrane transport | GO:0015986, biological_process, ATP synthesis coupled proton transport | GO:0033615, biological_process, mitochondrial proton-transporting ATP synthase complex assembly | GO:0035786, biological_process, protein complex oligomerization | 	KO:K02142.	-
TRINITY_DN530_c0_g1_i1	178	3	3	0	1	0	0	16425.94	15405.63	0	5788.51	0	0	1.38457557438005	-	-	-	0.658385093167702	-	-	-	-	-	-	-	-	-	-	-	-	-	HSP7F_CANGA	100	58	0	0	3	176	485	542	4.48e-21	87.4	.	.	.	COG0443: Heat shock protein	GO:0005829, cellular_component, cytosol | GO:0005844, cellular_component, polysome | GO:0000774, molecular_function, adenyl-nucleotide exchange factor activity | GO:0005524, molecular_function, ATP binding | GO:0042277, molecular_function, peptide binding | GO:0042026, biological_process, protein refolding | 	KO:K09485.	-
TRINITY_DN531_c0_g1_i1	182	1	0	1	1	1	1	5070.79	0	5461.76	5396.19	5335.15	8904.09	-0.0859285842709507	-	-0.207323268348693	0.0515304907476507	1	-	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	.	.	.	.	.	.	-
TRINITY_DN532_c0_g1_i1	629	28	23	20	6	8	6	14096.13	11378.02	11879	3600.17	4927.04	4367.17	2.10360721557126	1.29072996082214	1.48612939827531	1.81687933309434	0.0236354579360651	0.199928990393375	0.148529576267714	RL18B_YEAST	90.86	186	17	0	5	190	1	186	1.75e-115	328	RL18B_YEAST	90.86	186	17	0	13	570	1	186	1.09e-114	327	-	-	-	-	-	-	-
TRINITY_DN533_c0_g1_i1	207	6	1	4	0	0	0	20540.7	3258.17	15158.81	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	NOP56_YEAST	90.741	54	5	0	46	207	4	57	3.3e-27	105	.	.	.	.	GO:0031428, cellular_component, box C/D snoRNP complex | GO:0005730, cellular_component, nucleolus | GO:0005654, cellular_component, nucleoplasm | GO:0032040, cellular_component, small-subunit processome | GO:0030515, molecular_function, snoRNA binding | GO:0000451, biological_process, rRNA 2'-O-methylation | GO:0031167, biological_process, rRNA methylation | GO:0000154, biological_process, rRNA modification | GO:0006364, biological_process, rRNA processing | 	KO:K14564.	-
TRINITY_DN534_c0_g1_i1	477	40	47	29	1	5	7	29103.42	33500.74	24762.92	861.41	4414.11	7487.33	5.06536808873309	2.98327487438313	1.80066157431641	3.30262501047106	2.69459260827937e-05	0.00171464701223079	0.0572326345898321	RS23_SACU7	100	145	0	0	1	145	1	145	2.99e-101	289	RS23_SACU7	100	145	0	0	24	458	1	145	5.42e-101	289	.	.	.	.	GO:0015935, cellular_component, small ribosomal subunit | GO:0003735, molecular_function, structural constituent of ribosome | GO:0006412, biological_process, translation | 	.	-
TRINITY_DN535_c0_g1_i1	169	0	2	3	1	0	0	0	12354.22	20991.79	6895.46	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ASNS1_YEAST	82.143	56	10	0	1	168	158	213	1.7e-27	105	-	-	-	-	-	-	-
TRINITY_DN536_c0_g1_i1	440	3	3	5	17	12	19	2448.09	2395.4	4778.34	16380.76	11843.27	22945.25	-2.5485570961876	-2.17109822120907	-2.12941679783116	-1.90996543755024	0.0232390343625049	0.0834969611968208	0.0293230855505571	COX13_YEAST	78.295	129	27	1	15	142	1	129	3.11e-73	218	COX13_YEAST	78.295	129	27	1	398	15	1	129	3.9e-73	218	.	.	.	.	GO:0005751, cellular_component, mitochondrial respiratory chain complex IV | GO:0005739, cellular_component, mitochondrion | GO:0004129, molecular_function, cytochrome-c oxidase activity | GO:0030234, molecular_function, enzyme regulator activity | GO:0009060, biological_process, aerobic respiration | GO:0006123, biological_process, mitochondrial electron transport, cytochrome c to oxygen | GO:0097250, biological_process, mitochondrial respiratory chain supercomplex assembly | 	KO:K02266.	1.9.3.1,1,1.9,1.9.3
TRINITY_DN537_c0_g1_i1	213	0	0	0	0	0	1	0	0	0	0	0	5322.46	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	.	.	.	.	.	.	-
TRINITY_DN538_c0_g1_i1	308	1	1	0	7	5	1	1440.42	1397.88	0	11688.37	8511.41	2228.75	-2.75342401759335	-2.39333408642338	-	-1.82060000739328	0.124959742351047	0.282608695652174	-	ACT1_ABSGL	94.382	89	5	0	14	102	1	89	1.3e-60	184	ACT1_ABSGL	94.382	89	5	0	267	1	1	89	4.57e-60	183	.	.	.	.	.	.	-
TRINITY_DN540_c0_g1_i1	179	0	0	1	1	1	0	0	0	5758.38	5685.66	5607.99	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	TPIS_CANGA	100	59	0	0	2	178	18	76	2.59e-35	121	.	.	.	COG0149: triosephosphate isomerase	GO:0005829, cellular_component, cytosol | GO:0005739, cellular_component, mitochondrion | GO:0005634, cellular_component, nucleus | GO:0004807, molecular_function, triose-phosphate isomerase activity | GO:0061621, biological_process, canonical glycolysis | GO:0006094, biological_process, gluconeogenesis | GO:0006098, biological_process, pentose-phosphate shunt | 	KO:K01803.	5.3.1.1,5,5.3,5.3.1
TRINITY_DN541_c0_g1_i1	219	1	1	1	2	3	3	2950.71	2818.58	3294.51	6562.2	9905.6	14746.44	-1.00599988320882	-1.67791584103168	-1.68957789823682	-1.4203429124254	1	0.658385093167702	0.658385093167702	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	.	.	.	.	.	.	-
TRINITY_DN542_c0_g1_i1	186	0	2	0	0	0	0	0	8891.5	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	TMEDA_CANGA	100	61	0	0	184	2	91	151	7.26e-37	124	-	-	-	-	-	-	-
TRINITY_DN543_c0_g1_i1	225	1	1	4	1	1	1	2758.51	2639.4	12366.75	3082.47	3106.75	4561.67	-0.0859285842709507	-0.19611189703608	1.6577983091048	0.97058629525942	1	1	0.43064182194617	-	-	-	-	-	-	-	-	-	-	-	TRP_YEAST	80.357	56	11	0	169	2	1	56	1.19e-25	101	-	-	-	-	-	-	-
TRINITY_DN544_c0_g1_i1	656	18	13	14	37	36	28	8591.63	6099.55	7888.72	21065.61	21041.53	19285.54	-1.13057937585788	-1.67982427748695	-1.2252321166869	-1.11626875646283	0.158170437092508	0.044262584000966	0.163785631322321	SPI1_YEAST	65.517	58	20	0	59	116	53	110	9.82e-17	76.6	-	-	-	-	-	-	-	-	-	-	-	.	.	.	.	.	.	-
TRINITY_DN545_c0_g1_i1	420	42	39	38	18	4	5	36683.56	33304.27	38815.59	18532.19	4216.43	6490.71	1.12050709813155	3.02874277352933	2.66515886472553	2.19408852706817	0.170177693804903	0.0013880602552756	0.0063821299081439	RS26A_YEAST	94.017	117	7	0	1	117	1	117	8.15e-75	220	RS26A_YEAST	94.017	117	7	0	69	419	1	117	1.23e-64	195	.	.	.	.	GO:0022627, cellular_component, cytosolic small ribosomal subunit | GO:0003729, molecular_function, mRNA binding | GO:0003735, molecular_function, structural constituent of ribosome | GO:0002181, biological_process, cytoplasmic translation | GO:0042255, biological_process, ribosome assembly | GO:0006407, biological_process, rRNA export from nucleus | 	KO:K02976.	-
TRINITY_DN546_c0_g1_i1	335	2	1	2	14	11	8	2491.31	1211.86	2887.38	20331.02	16310.02	15217.05	-2.82611445505929	-3.51296540426422	-2.15946320940615	-2.33233115211624	0.0295884315906562	0.0197868807531717	0.137873920182766	-	-	-	-	-	-	-	-	-	-	-	YCP4_YEAST	77.895	95	21	0	51	335	2	96	1.88e-50	162	.	.	.	.	GO:0005737, cellular_component, cytoplasm | GO:0045121, cellular_component, membrane raft | GO:0005739, cellular_component, mitochondrion | GO:0009055, molecular_function, electron carrier activity | GO:0010181, molecular_function, FMN binding | GO:0003955, molecular_function, NAD(P)H dehydrogenase (quinone) activity | 	.	1.6.5.2,1,1.6,1.6.5
TRINITY_DN547_c0_g1_i1	154	1	3	2	0	0	0	9866.7	27098.07	20130.24	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	NIP7_YEAST	90.244	41	4	0	31	153	1	41	1.51e-20	81.6	.	.	.	.	GO:0005737, cellular_component, cytoplasm | GO:0005829, cellular_component, cytosol | GO:0005730, cellular_component, nucleolus | GO:0005634, cellular_component, nucleus | GO:0030687, cellular_component, preribosome, large subunit precursor | GO:0003723, molecular_function, RNA binding | GO:1902626, biological_process, assembly of large subunit precursor of preribosome | GO:0000463, biological_process, maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) | GO:0042273, biological_process, ribosomal large subunit biogenesis | GO:0042255, biological_process, ribosome assembly | 	KO:K07565.	-
TRINITY_DN548_c0_g1_i1	247	65	63	41	12	9	13	144472.05	134694.82	103318.8	30237.67	22968.38	46714.03	2.32915243064811	2.57146863219529	1.41598402152398	2.39241889647306	0.00358120950409086	0.00235169346872807	0.0843919601719942	-	-	-	-	-	-	-	-	-	-	-	RL39_DEBHA	84.314	51	8	0	38	190	1	51	1.37e-13	62	.	.	.	.	GO:0022625, cellular_component, cytosolic large ribosomal subunit | GO:0003735, molecular_function, structural constituent of ribosome | GO:0006412, biological_process, translation | 	KO:K02924.	-
TRINITY_DN549_c0_g1_i1	213	2	1	1	6	1	1	6340.43	3022.91	3525.29	21039.34	3522.48	5322.46	-1.62008661450463	-0.19611189703608	-0.207323268348693	-1.4203429124254	0.372946859903382	1	1	-	-	-	-	-	-	-	-	-	-	-	HEK2_CANGA	100	63	0	0	25	213	1	63	6.97e-38	131	.	.	.	ENOG410XNN8: mRNA transport	GO:0000784, cellular_component, nuclear chromosome, telomeric region | GO:0000932, cellular_component, P-body | GO:0003729, molecular_function, mRNA binding | GO:0016569, biological_process, covalent chromatin modification | GO:0008298, biological_process, intracellular mRNA localization | GO:0048255, biological_process, mRNA stabilization | GO:0051028, biological_process, mRNA transport | GO:0006417, biological_process, regulation of translation | GO:0007004, biological_process, telomere maintenance via telomerase | 	KO:K18738.	-
TRINITY_DN55_c0_g1_i1	214	7	7	11	2	1	1	21920.55	20908.13	38331.13	6933.75	3483.74	5250.58	1.65245418646607	2.4566042247409	3.08692316186928	2.90675113194073	0.266666666666667	0.124959742351047	0.0399704909450037	-	-	-	-	-	-	-	-	-	-	-	RLA3_YEAST	88.71	62	7	0	194	9	1	62	9.64e-33	111	.	.	.	.	GO:0022625, cellular_component, cytosolic large ribosomal subunit | GO:0030295, molecular_function, protein kinase activator activity | GO:0003735, molecular_function, structural constituent of ribosome | GO:0002181, biological_process, cytoplasmic translation | GO:0045860, biological_process, positive regulation of protein kinase activity | GO:0006414, biological_process, translational elongation | 	KO:K02942.	-
TRINITY_DN550_c0_g1_i1	169	0	0	0	0	1	0	0	0	0	0	6741.45	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	.	.	.	.	.	.	-
TRINITY_DN551_c0_g1_i1	457	46	35	41	7	5	6	35551.74	26483.57	37148.25	6396.52	4681.07	6840.31	2.59890059739222	2.5593802049755	2.51678745581622	2.80452533808589	0.00271017980465844	0.00873716472491918	0.00706622769692159	RL35B_YEAST	89.167	120	13	0	13	132	1	120	8.42e-71	211	RL35B_YEAST	89.167	120	13	0	38	397	1	120	1.14e-58	181	.	.	.	.	GO:0022625, cellular_component, cytosolic large ribosomal subunit | GO:0030687, cellular_component, preribosome, large subunit precursor | GO:0003729, molecular_function, mRNA binding | GO:0003735, molecular_function, structural constituent of ribosome | GO:0002181, biological_process, cytoplasmic translation | GO:0000463, biological_process, maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) | GO:0006412, biological_process, translation | 	KO:K02918.	-
TRINITY_DN552_c0_g1_i1	443	17	27	18	16	17	12	13737.1	21350.49	17037.42	15270.37	16619.07	14341.7	-0.00913316953680041	0.44425701448109	0.348821992516714	0.539576042985482	1	0.609666047722183	0.732195598539682	H2A1_CANGA	100	131	0	0	1	131	1	131	2.73e-90	260	H2A2_CANGA	100	115	0	0	346	2	17	131	2.52e-66	200	.	.	.	COG5262: histone h2a	GO:0000786, cellular_component, nucleosome | GO:0005634, cellular_component, nucleus | GO:0003677, molecular_function, DNA binding | GO:0046982, molecular_function, protein heterodimerization activity | GO:0006281, biological_process, DNA repair | 	KO:K11251.	-
TRINITY_DN553_c0_g1_i1	204	1	0	0	1	3	2	3565.15	0	0	3908.13	11737.78	12116.07	-0.0859285842709507	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	.	.	.	.	.	.	-
TRINITY_DN554_c0_g1_i1	336	5	5	7	8	8	1	6197.22	6029.57	10056.95	11561.91	11805.4	1891.83	-0.759559589045716	-0.881012165265888	2.44481272430283	0.0567879200128302	0.670342248230723	0.542974480501684	0.124959742351047	NACA_CANGA	100	111	0	0	1	111	51	161	4.3e-75	222	NACA_CANGA	100	111	0	0	335	3	51	161	2.05e-51	162	.	.	.	COG1308: nascent polypeptide-associated complex	GO:0005829, cellular_component, cytosol | GO:0005854, cellular_component, nascent polypeptide-associated complex | GO:0005634, cellular_component, nucleus | GO:0042788, cellular_component, polysomal ribosome | GO:0070300, molecular_function, phosphatidic acid binding | GO:0080025, molecular_function, phosphatidylinositol-3,5-bisphosphate binding | GO:0032266, molecular_function, phosphatidylinositol-3-phosphate binding | GO:0070273, molecular_function, phosphatidylinositol-4-phosphate binding | GO:0051082, molecular_function, unfolded protein binding | GO:0051083, biological_process, 'de novo' cotranslational protein folding | GO:0006620, biological_process, posttranslational protein targeting to endoplasmic reticulum membrane | 	KO:K03626.	-
TRINITY_DN555_c0_g1_i1	216	3	10	5	0	0	0	9170.19	29172.89	17030.32	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	NOP10_CANGA	100	57	0	0	171	1	1	57	9.67e-37	120	.	.	.	COG2260: rRNA processing	GO:0030529, cellular_component, intracellular ribonucleoprotein complex | GO:0005730, cellular_component, nucleolus | GO:0030515, molecular_function, snoRNA binding | GO:0001522, biological_process, pseudouridine synthesis | GO:0006364, biological_process, rRNA processing | 	KO:K11130.	-
TRINITY_DN556_c0_g1_i1	176	2	1	2	3	2	2	11399.13	5338.32	12171.3	18015.1	11816.77	20234.11	-0.648285431447264	-1.11944270513001	-0.219489603505769	0.0545612470697729	1	1	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	.	.	.	.	.	.	-
TRINITY_DN557_c0_g1_i1	169	0	1	0	3	1	1	0	6177.11	0	20686.37	6741.45	11935.31	-	-0.19611189703608	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-	-	QCR10_YEAST	48.649	37	19	0	52	162	1	37	2.49e-07	45.8	.	.	.	.	.	.	-
TRINITY_DN558_c0_g1_i1	307	2	5	2	9	9	10	2897.61	7029.33	3342.12	15111.68	15404.94	22429.32	-2.19552568240392	-1.04865469726419	-2.47729932947391	-1.48955420915864	0.137873920182766	0.438083377666006	0.0729734211235395	-	-	-	-	-	-	-	-	-	-	-	ACBP_YEAST	83.133	83	14	0	251	3	1	83	1.72e-45	144	.	.	.	.	GO:0005829, cellular_component, cytosol | GO:0005576, cellular_component, extracellular region | GO:0005886, cellular_component, plasma membrane | GO:0000062, molecular_function, fatty-acyl-CoA binding | GO:0005324, molecular_function, long-chain fatty acid transporter activity | GO:0031210, molecular_function, phosphatidylcholine binding | GO:0001300, biological_process, chronological cell aging | GO:0015909, biological_process, long-chain fatty acid transport | GO:0050826, biological_process, response to freezing | GO:0001666, biological_process, response to hypoxia | 	.	-
TRINITY_DN56_c0_g1_i1	163	0	1	0	1	2	0	0	7103.33	0	7872.03	15302.92	0	-	-1.11944270513001	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-	-	PLB1_CANGA	100	54	0	0	1	162	345	398	2.51e-30	113	.	.	.	ENOG410XR72: phospholipase A2 group	GO:0005783, cellular_component, endoplasmic reticulum | GO:0005576, cellular_component, extracellular region | GO:0009277, cellular_component, fungal-type cell wall | GO:0042597, cellular_component, periplasmic space | GO:0005886, cellular_component, plasma membrane | GO:0004622, molecular_function, lysophospholipase activity | GO:0036151, biological_process, phosphatidylcholine acyl-chain remodeling | GO:0009395, biological_process, phospholipid catabolic process | 	KO:K13333.	3.1.1,3.1.1.5,3.1.1,3,3.1,3.1.1,3.1.1.1
TRINITY_DN560_c0_g1_i1	154	1	0	0	0	0	0	9866.7	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	.	.	.	.	.	.	-
TRINITY_DN561_c0_g1_i1	234	0	0	0	9	5	1	0	0	0	25425.96	14266.56	4112.23	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	PUT4_YEAST	51.667	60	27	1	230	51	570	627	4.9e-12	62.8	.	.	.	.	GO:0016021, cellular_component, integral component of membrane | GO:0005886, cellular_component, plasma membrane | GO:0015193, molecular_function, L-proline transmembrane transporter activity | GO:0015175, molecular_function, neutral amino acid transmembrane transporter activity | GO:0015812, biological_process, gamma-aminobutyric acid transport | GO:0015804, biological_process, neutral amino acid transport | GO:0015824, biological_process, proline transport | 	KO:K16261.	-
TRINITY_DN562_c0_g1_i1	151	0	0	1	0	0	0	0	0	10972.25	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	YRB1_YEAST	91.837	49	4	0	147	1	121	169	5.08e-29	103	.	.	.	.	GO:0005737, cellular_component, cytoplasm | GO:0005634, cellular_component, nucleus | GO:0005096, molecular_function, GTPase activator activity | GO:0008536, molecular_function, Ran GTPase binding | GO:0000082, biological_process, G1/S transition of mitotic cell cycle | GO:0006606, biological_process, protein import into nucleus | GO:0006405, biological_process, RNA export from nucleus | GO:0007051, biological_process, spindle organization | GO:0006511, biological_process, ubiquitin-dependent protein catabolic process | 	KO:K15306.	-
TRINITY_DN563_c0_g1_i1	212	0	1	1	4	2	1	0	3059.81	3566.88	14188.57	7124.16	5396.07	-	-1.11944270513001	-0.207323268348693	-0.864494557441996	-	1	1	-	-	-	-	-	-	-	-	-	-	-	HSP74_YEAST	100	61	0	0	30	212	1	61	1.11e-36	132	.	.	.	.	.	.	-
TRINITY_DN564_c0_g1_i1	169	2	2	5	3	0	2	13265.15	12354.22	34986.32	20686.37	0	23870.62	-0.648285431447264	-	1.04660715765789	0.611500672138112	1	-	0.521739130434783	-	-	-	-	-	-	-	-	-	-	-	PMP2_YEAST	75.61	41	10	0	134	12	3	43	6.39e-15	63.9	.	.	.	.	GO:0016021, cellular_component, integral component of membrane | GO:0016020, cellular_component, membrane | GO:0005886, cellular_component, plasma membrane | GO:0030234, molecular_function, enzyme regulator activity | GO:0006812, biological_process, cation transport | 	.	-
TRINITY_DN565_c0_g1_i1	181	0	0	0	2	1	3	0	0	0	10979.24	5423.29	27265.79	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	YJ68_YEAST	58.333	60	25	0	1	180	296	355	8.55e-20	84	.	.	.	.	.	.	-
TRINITY_DN566_c0_g1_i1	164	1	0	1	0	2	0	7478.54	0	7813.11	0	14969.16	0	-	-	-	0.0515304907476507	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
TRINITY_DN567_c0_g1_i1	228	4	1	4	3	4	1	10684.85	2557.89	11996.88	8975.26	12069.79	4401.97	0.307269945610929	-2.07952400727065	1.6577983091048	0.0556523171547114	1	0.43064182194617	0.43064182194617	-	-	-	-	-	-	-	-	-	-	-	YE053_YEAST	58.333	36	15	0	163	56	1	36	8.7e-09	49.3	.	.	.	.	GO:0005789, cellular_component, endoplasmic reticulum membrane | GO:0016021, cellular_component, integral component of membrane | 	.	-
TRINITY_DN568_c0_g1_i1	168	0	0	0	2	2	1	0	0	0	14084.9	13757.43	12241.7	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	COX16_CANGA	97.826	46	1	0	31	168	1	46	1.27e-26	95.9	.	.	.	ENOG4111XYC: cytochrome c oxidase assembly protein cox-16	GO:0016021, cellular_component, integral component of membrane | GO:0005743, cellular_component, mitochondrial inner membrane | GO:0033617, biological_process, mitochondrial respiratory chain complex IV assembly | 	KO:K18182.	-
TRINITY_DN569_c0_g1_i1	176	1	0	0	2	4	2	5699.56	0	0	12010.06	23633.54	20234.11	-1.00599988320882	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-	-	-	MCR1_CANGA	100	39	0	0	119	3	1	39	1.49e-21	87	.	.	.	COG0543: cytochrome-b5 reductase activity, acting on NAD(P)H	GO:0016021, cellular_component, integral component of membrane | GO:0005741, cellular_component, mitochondrial outer membrane | GO:0004128, molecular_function, cytochrome-b5 reductase activity, acting on NAD(P)H | 	KO:K00326.	1.6.2.2,1,1.6,1.6.2
TRINITY_DN57_c0_g1_i1	185	2	2	1	2	1	1	9602.09	9044.74	5192.13	10266.73	5086.11	8387.71	-0.0909811256330088	0.715707598880234	-0.207323268348693	0.97058629525942	1	1	1	-	-	-	-	-	-	-	-	-	-	-	GLRX2_YEAST	68.966	58	18	0	1	174	77	134	1.06e-22	86.7	.	.	.	.	GO:0005829, cellular_component, cytosol | GO:0005739, cellular_component, mitochondrion | GO:0015036, molecular_function, disulfide oxidoreductase activity | GO:0009055, molecular_function, electron carrier activity | GO:0004602, molecular_function, glutathione peroxidase activity | GO:0004364, molecular_function, glutathione transferase activity | GO:0015035, molecular_function, protein disulfide oxidoreductase activity | GO:0045454, biological_process, cell redox homeostasis | GO:0034599, biological_process, cellular response to oxidative stress | GO:0006749, biological_process, glutathione metabolic process | 	.	2.5.1.18,1.11.1.7,1.11.1.9,1,1.8,1.11,2,2.5,2.5.1
TRINITY_DN57_c0_g2_i1	261	1	1	2	1	7	6	1976.91	1906.81	4506.9	2256.68	16035.74	18941.91	-0.0859285842709507	-2.86942689969072	-1.75121998171686	-2.1335866252001	1	0.124959742351047	0.372946859903382	-	-	-	-	-	-	-	-	-	-	-	GLRX2_YEAST	58.442	77	29	2	228	1	9	83	3.59e-23	89	-	-	-	-	-	-	-
TRINITY_DN570_c0_g1_i1	169	1	2	2	1	1	0	6632.58	12354.22	13994.53	6895.46	6741.45	0	-0.0859285842709507	0.715707598880234	-	0.97058629525942	1	1	-	-	-	-	-	-	-	-	-	-	-	-	SYNC_YEAST	58.929	56	18	1	16	168	3	58	2.28e-13	65.5	.	.	.	.	.	.	-
